Feature_Name,Feature_Name_EN,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Status_EN,Approval_Date,Origin,Origin_EN
雷诺,Regnault,Moon,51.31,54.04,-87.88,Planetographic  +East  -180 - 180,已批准,Approved,1935,亨利·维克多（Henri Victor）；法国化学家；物理学家（1810-1878）。,Henri Victor; French chemist; physicist (1810-1878).
雷诺C,Regnault C,Moon,13.94,55.1,-89.16,Planetographic  +East  -180 - 180,已批准,Approved,2006,亨利·维克多（Henri Victor）；法国化学家；物理学家（1810-1878）。,Henri Victor; French chemist; physicist (1810-1878).
雷诺·W。,Regnault W,Moon,14.18,53.42,-89.77,Planetographic  +East  -180 - 180,已批准,Approved,2006,亨利·维克多（Henri Victor）；法国化学家；物理学家（1810-1878）。,Henri Victor; French chemist; physicist (1810-1878).
赖兴巴赫,Reichenbach,Moon,64.85,-30.48,47.95,Planetographic  +East  -180 - 180,已批准,Approved,1935,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫,Reichenbach A,Moon,33.5,-28.28,48.87,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫B,Reichenbach B,Moon,42.57,-28.38,48.08,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫,Reichenbach C,Moon,25.37,-29.4,43.91,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫D,Reichenbach D,Moon,34.42,-28.22,44.74,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫,Reichenbach F,Moon,13.47,-31.41,48.27,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫,Reichenbach G,Moon,14.55,-31.77,49.35,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫,Reichenbach H,Moon,10.72,-28.88,49.61,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫,Reichenbach J,Moon,13.04,-30.64,49.25,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫K,Reichenbach K,Moon,10.72,-28.88,42.39,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫,Reichenbach L,Moon,6.84,-30.59,46.67,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫,Reichenbach M,Moon,11.98,-33.03,46.54,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫N,Reichenbach N,Moon,13.33,-30.57,43.91,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫,Reichenbach P,Moon,12.71,-32.08,49.9,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫Q,Reichenbach Q,Moon,10.61,-32.4,50.16,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫,Reichenbach R,Moon,7.17,-27,42.95,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫,Reichenbach S,Moon,9.57,-27.17,43.2,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫T,Reichenbach T,Moon,61.5,-29.39,45.75,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫大学,Reichenbach U,Moon,13.8,-32.69,49.39,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫W,Reichenbach W,Moon,19.57,-30.73,43.18,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫X,Reichenbach X,Moon,11.12,-30.94,43.91,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫,Reichenbach Y,Moon,15.8,-31.28,43.66,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
赖兴巴赫Z,Reichenbach Z,Moon,14.01,-32.07,45.99,Planetographic  +East  -180 - 180,已批准,Approved,2006,乔治·冯；德国眼镜师（1772-1826）。,Georg von; German optician (1772-1826).
雷马鲁斯,Reimarus,Moon,47.62,-47.69,60.42,Planetographic  +East  -180 - 180,已批准,Approved,1935,贝尔，尼古拉·雷默斯；德国数学家（c。1550-c。1600）。,"Baer, Nicolai Reymers; German mathematician (c. 1550-c. 1600)."
雷马鲁斯A,Reimarus A,Moon,29.42,-48.85,59.93,Planetographic  +East  -180 - 180,已批准,Approved,2006,贝尔，尼古拉·雷默斯；德国数学家（c。1550-c。1600）。,"Baer, Nicolai Reymers; German mathematician (c. 1550-c. 1600)."
雷马鲁斯B,Reimarus B,Moon,18.85,-49.49,60.49,Planetographic  +East  -180 - 180,已批准,Approved,2006,贝尔，尼古拉·雷默斯；德国数学家（c。1550-c。1600）。,"Baer, Nicolai Reymers; German mathematician (c. 1550-c. 1600)."
雷马鲁斯C,Reimarus C,Moon,12.36,-50.19,59.51,Planetographic  +East  -180 - 180,已批准,Approved,2006,贝尔，尼古拉·雷默斯；德国数学家（c。1550-c。1600）。,"Baer, Nicolai Reymers; German mathematician (c. 1550-c. 1600)."
雷马鲁斯F,Reimarus F,Moon,6.92,-49.49,58.71,Planetographic  +East  -180 - 180,已批准,Approved,2006,贝尔，尼古拉·雷默斯；德国数学家（c。1550-c。1600）。,"Baer, Nicolai Reymers; German mathematician (c. 1550-c. 1600)."
雷马鲁斯H,Reimarus H,Moon,11.17,-49.26,62.23,Planetographic  +East  -180 - 180,已批准,Approved,2006,贝尔，尼古拉·雷默斯；德国数学家（c。1550-c。1600）。,"Baer, Nicolai Reymers; German mathematician (c. 1550-c. 1600)."
雷马鲁斯河,Reimarus R,Moon,33.22,-47.65,64,Planetographic  +East  -180 - 180,已批准,Approved,2006,贝尔，尼古拉·雷默斯；德国数学家（c。1550-c。1600）。,"Baer, Nicolai Reymers; German mathematician (c. 1550-c. 1600)."
雷马鲁斯S,Reimarus S,Moon,9.57,-47.85,62.83,Planetographic  +East  -180 - 180,已批准,Approved,2006,贝尔，尼古拉·雷默斯；德国数学家（c。1550-c。1600）。,"Baer, Nicolai Reymers; German mathematician (c. 1550-c. 1600)."
雷马鲁斯T,Reimarus T,Moon,28.08,-48.33,63.43,Planetographic  +East  -180 - 180,已批准,Approved,2006,贝尔，尼古拉·雷默斯；德国数学家（c。1550-c。1600）。,"Baer, Nicolai Reymers; German mathematician (c. 1550-c. 1600)."
雷马鲁斯,Reimarus U,Moon,22.05,-48.57,62.3,Planetographic  +East  -180 - 180,已批准,Approved,2006,贝尔，尼古拉·雷默斯；德国数学家（c。1550-c。1600）。,"Baer, Nicolai Reymers; German mathematician (c. 1550-c. 1600)."
纯,Reiner,Moon,29.85,6.92,-54.98,Planetographic  +East  -180 - 180,已批准,Approved,1935,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
Reiner A,Reiner A,Moon,9.87,5.13,-51.51,Planetographic  +East  -180 - 180,已批准,Approved,2006,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
里纳C,Reiner C,Moon,7.12,3.5,-51.52,Planetographic  +East  -180 - 180,已批准,Approved,2006,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
里纳E,Reiner E,Moon,4.46,1.9,-49.64,Planetographic  +East  -180 - 180,已批准,Approved,2006,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
里纳G,Reiner G,Moon,3.08,3.23,-54.34,Planetographic  +East  -180 - 180,已批准,Approved,2006,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
雷纳伽玛,Reiner Gamma,Moon,73.44,7.39,-58.96,Planetographic  +East  -180 - 180,已批准,Approved,1935,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
雷纳H,Reiner H,Moon,7.68,9.1,-54.76,Planetographic  +East  -180 - 180,已批准,Approved,2006,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
莱纳K,Reiner K,Moon,3.13,8.11,-53.98,Planetographic  +East  -180 - 180,已批准,Approved,2006,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
雷纳,Reiner L,Moon,5.36,7.97,-54.66,Planetographic  +East  -180 - 180,已批准,Approved,2006,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
里纳M,Reiner M,Moon,3,8.62,-56.25,Planetographic  +East  -180 - 180,已批准,Approved,2006,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
里纳N,Reiner N,Moon,3.67,5.37,-57.6,Planetographic  +East  -180 - 180,已批准,Approved,2006,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
雷纳Q,Reiner Q,Moon,2.88,1.38,-50.92,Planetographic  +East  -180 - 180,已批准,Approved,2006,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
雷纳R,Reiner R,Moon,46.08,3.68,-55.69,Planetographic  +East  -180 - 180,已批准,Approved,2006,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
雷纳S,Reiner S,Moon,3.39,2.26,-50.84,Planetographic  +East  -180 - 180,已批准,Approved,2006,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
雷纳T,Reiner T,Moon,2.57,3.68,-52.32,Planetographic  +East  -180 - 180,已批准,Approved,2006,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
里纳U,Reiner U,Moon,3.24,4.1,-52.58,Planetographic  +East  -180 - 180,已批准,Approved,2006,Reiniers，Vincent；意大利天文学家，数学家（unkn-1648）。,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
莱因霍尔德,Reinhold,Moon,43.28,3.28,-22.86,Planetographic  +East  -180 - 180,已批准,Approved,1935,伊拉斯mus;德国天文学家，数学家（1511-1553）。,"Erasmus; German astronomer, mathematician (1511-1553)."
Reinhold A,Reinhold A,Moon,3.74,4.16,-21.79,Planetographic  +East  -180 - 180,已批准,Approved,2006,伊拉斯mus;德国天文学家，数学家（1511-1553）。,"Erasmus; German astronomer, mathematician (1511-1553)."
莱因霍尔德B,Reinhold B,Moon,26.16,4.28,-21.67,Planetographic  +East  -180 - 180,已批准,Approved,2006,伊拉斯mus;德国天文学家，数学家（1511-1553）。,"Erasmus; German astronomer, mathematician (1511-1553)."
莱因霍尔德C,Reinhold C,Moon,4.08,4.36,-24.57,Planetographic  +East  -180 - 180,已批准,Approved,2006,伊拉斯mus;德国天文学家，数学家（1511-1553）。,"Erasmus; German astronomer, mathematician (1511-1553)."
莱因霍尔德D,Reinhold D,Moon,2.34,2.59,-24.6,Planetographic  +East  -180 - 180,已批准,Approved,2006,伊拉斯mus;德国天文学家，数学家（1511-1553）。,"Erasmus; German astronomer, mathematician (1511-1553)."
莱因霍尔德F,Reinhold F,Moon,5.57,3.36,-21.42,Planetographic  +East  -180 - 180,已批准,Approved,2006,伊拉斯mus;德国天文学家，数学家（1511-1553）。,"Erasmus; German astronomer, mathematician (1511-1553)."
莱因霍尔德G,Reinhold G,Moon,3.16,4.83,-19.83,Planetographic  +East  -180 - 180,已批准,Approved,2006,伊拉斯mus;德国天文学家，数学家（1511-1553）。,"Erasmus; German astronomer, mathematician (1511-1553)."
莱因霍尔德H,Reinhold H,Moon,3.72,4.27,-20.98,Planetographic  +East  -180 - 180,已批准,Approved,2006,伊拉斯mus;德国天文学家，数学家（1511-1553）。,"Erasmus; German astronomer, mathematician (1511-1553)."
莱因霍尔德N,Reinhold N,Moon,3.83,1.58,-25.43,Planetographic  +East  -180 - 180,已批准,Approved,2006,伊拉斯mus;德国天文学家，数学家（1511-1553）。,"Erasmus; German astronomer, mathematician (1511-1553)."
复述,Repsold,Moon,108.65,51.31,-78.41,Planetographic  +East  -180 - 180,已批准,Approved,1935,约翰·乔治（Johann Georg）德国发明家（1770-1830）。,Johann Georg; German inventor (1770-1830).
复述A,Repsold A,Moon,8.18,51.84,-76.98,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·乔治（Johann Georg）德国发明家（1770-1830）。,Johann Georg; German inventor (1770-1830).
代表座B,Repsold B,Moon,45.67,53.09,-75.92,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·乔治（Johann Georg）德国发明家（1770-1830）。,Johann Georg; German inventor (1770-1830).
复述C,Repsold C,Moon,135.09,48.73,-73.78,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·乔治（Johann Georg）德国发明家（1770-1830）。,Johann Georg; German inventor (1770-1830).
雷普索德G,Repsold G,Moon,43.98,50.55,-80.65,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·乔治（Johann Georg）德国发明家（1770-1830）。,Johann Georg; German inventor (1770-1830).
代表座H,Repsold H,Moon,12.62,51.69,-81.48,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·乔治（Johann Georg）德国发明家（1770-1830）。,Johann Georg; German inventor (1770-1830).
Repsold N,Repsold N,Moon,14.54,49.06,-78.29,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·乔治（Johann Georg）德国发明家（1770-1830）。,Johann Georg; German inventor (1770-1830).
瑞普索德R,Repsold R,Moon,12.49,49.86,-72.4,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·乔治（Johann Georg）德国发明家（1770-1830）。,Johann Georg; German inventor (1770-1830).
雷普索德S,Repsold S,Moon,8.65,47.75,-75.33,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·乔治（Johann Georg）德国发明家（1770-1830）。,Johann Georg; German inventor (1770-1830).
雷普索德,Repsold T,Moon,12.66,47.64,-79.95,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·乔治（Johann Georg）德国发明家（1770-1830）。,Johann Georg; German inventor (1770-1830).
代表座B,Repsold V,Moon,7.14,50.77,-75.41,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·乔治（Johann Georg）德国发明家（1770-1830）。,Johann Georg; German inventor (1770-1830).
Repsold W.,Repsold W,Moon,9.64,52.6,-79.88,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·乔治（Johann Georg）德国发明家（1770-1830）。,Johann Georg; German inventor (1770-1830).
雷斯尼克,Resnik,Moon,22.16,-34.15,-150.84,Planetographic  +East  -180 - 180,已批准,Approved,1988,朱迪思·阿琳挑战者机组成员（1949-1986）。,Judith Arlene; member of the Challenger crew (1949-1986).
雷斯皮吉,Respighi,Moon,17.88,2.86,71.9,Planetographic  +East  -180 - 180,已批准,Approved,1976,洛伦佐意大利天文学家（1824-1890）。,Lorenzo; Italian astronomer (1824-1890).
Rhaeticus,Rhaeticus,Moon,44.43,0.03,4.92,Planetographic  +East  -180 - 180,已批准,Approved,1935,Rhaetia的Georg Joachim von Lauchen；匈牙利天文学家，数学家（1514-1576）。,"Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576)."
Rhaeticus A,Rhaeticus A,Moon,10.5,1.73,5.18,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Georg Joachim von Lauchen；匈牙利天文学家，数学家（1514-1576）。,"Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576)."
Rhaeticus B,Rhaeticus B,Moon,6.29,1.6,6.8,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Georg Joachim von Lauchen；匈牙利天文学家，数学家（1514-1576）。,"Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576)."
Rhaeticus D,Rhaeticus D,Moon,6.07,0.84,6.17,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Georg Joachim von Lauchen；匈牙利天文学家，数学家（1514-1576）。,"Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576)."
鼠疫,Rhaeticus E,Moon,4.96,-0.12,5.93,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Georg Joachim von Lauchen；匈牙利天文学家，数学家（1514-1576）。,"Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576)."
Rhaeticus F,Rhaeticus F,Moon,18.42,-0.06,6.44,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Georg Joachim von Lauchen；匈牙利天文学家，数学家（1514-1576）。,"Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576)."
Rhaeticus G,Rhaeticus G,Moon,5.52,0.97,6.41,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Georg Joachim von Lauchen；匈牙利天文学家，数学家（1514-1576）。,"Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576)."
Rhaeticus H,Rhaeticus H,Moon,5.56,-1.03,5.34,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Georg Joachim von Lauchen；匈牙利天文学家，数学家（1514-1576）。,"Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576)."
Rhaeticus J,Rhaeticus J,Moon,2.77,-0.71,3.18,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Georg Joachim von Lauchen；匈牙利天文学家，数学家（1514-1576）。,"Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576)."
鼠李50,Rhaeticus L,Moon,13.78,0.2,3.48,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Georg Joachim von Lauchen；匈牙利天文学家，数学家（1514-1576）。,"Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576)."
Rhaeticus M,Rhaeticus M,Moon,7.33,1.02,3.81,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Georg Joachim von Lauchen；匈牙利天文学家，数学家（1514-1576）。,"Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576)."
Rhaeticus N,Rhaeticus N,Moon,12.38,1.19,4.21,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Georg Joachim von Lauchen；匈牙利天文学家，数学家（1514-1576）。,"Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576)."
丽塔,Rheita,Moon,70.81,-37.1,47.17,Planetographic  +East  -180 - 180,已批准,Approved,1935,Rhaetia的Anton Maria Schyrle；捷克斯洛伐克天文学家，配镜师（约1597-1660年）。,"Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660)."
丽塔A,Rheita A,Moon,11.46,-38.05,50.05,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Anton Maria Schyrle；捷克斯洛伐克天文学家，配镜师（约1597-1660年）。,"Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660)."
丽塔B,Rheita B,Moon,19.36,-39.11,52.71,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Anton Maria Schyrle；捷克斯洛伐克天文学家，配镜师（约1597-1660年）。,"Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660)."
丽塔C,Rheita C,Moon,9.69,-35.17,44.21,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Anton Maria Schyrle；捷克斯洛伐克天文学家，配镜师（约1597-1660年）。,"Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660)."
莱茵塔D,Rheita D,Moon,5.51,-39.05,50.09,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Anton Maria Schyrle；捷克斯洛伐克天文学家，配镜师（约1597-1660年）。,"Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660)."
丽塔E,Rheita E,Moon,67.72,-34.24,48.92,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Anton Maria Schyrle；捷克斯洛伐克天文学家，配镜师（约1597-1660年）。,"Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660)."
丽塔F,Rheita F,Moon,13.49,-35.38,48.41,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Anton Maria Schyrle；捷克斯洛伐克天文学家，配镜师（约1597-1660年）。,"Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660)."
瑞塔G,Rheita G,Moon,13.88,-40.61,54.3,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Anton Maria Schyrle；捷克斯洛伐克天文学家，配镜师（约1597-1660年）。,"Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660)."
丽塔·H,Rheita H,Moon,6.93,-39.81,51.66,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Anton Maria Schyrle；捷克斯洛伐克天文学家，配镜师（约1597-1660年）。,"Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660)."
莱茵塔,Rheita L,Moon,10.74,-37.69,52.99,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Anton Maria Schyrle；捷克斯洛伐克天文学家，配镜师（约1597-1660年）。,"Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660)."
瑞塔M,Rheita M,Moon,25.92,-35.35,50.05,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Anton Maria Schyrle；捷克斯洛伐克天文学家，配镜师（约1597-1660年）。,"Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660)."
Rheita N,Rheita N,Moon,7.32,-35.08,49.41,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Anton Maria Schyrle；捷克斯洛伐克天文学家，配镜师（约1597-1660年）。,"Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660)."
莱茵塔,Rheita P,Moon,10.32,-37.95,44.44,Planetographic  +East  -180 - 180,已批准,Approved,2006,Rhaetia的Anton Maria Schyrle；捷克斯洛伐克天文学家，配镜师（约1597-1660年）。,"Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660)."
瑞斯林,Rhysling,Moon,0.12,26.07,3.62,Planetographic  +East  -180 - 180,已批准,Approved,1973,宇航员命名的功能，阿波罗15号站点。,"Astronaut-named feature, Apollo 15 site."
卷发,Riccioli,Moon,155.66,-2.9,-74.42,Planetographic  +East  -180 - 180,已批准,Approved,1935,施洗约翰;意大利天文学家（1598-1671）。,Giovanni Battista; Italian astronomer (1598-1671).
卷发C,Riccioli C,Moon,31.55,0.58,-73.2,Planetographic  +East  -180 - 180,已批准,Approved,2006,施洗约翰;意大利天文学家（1598-1671）。,Giovanni Battista; Italian astronomer (1598-1671).
里乔利CA.,Riccioli CA,Moon,14.13,0.64,-73.15,Planetographic  +East  -180 - 180,已批准,Approved,2006,施洗约翰;意大利天文学家（1598-1671）。,Giovanni Battista; Italian astronomer (1598-1671).
里乔利F,Riccioli F,Moon,30.27,-8.73,-73.89,Planetographic  +East  -180 - 180,已批准,Approved,2006,施洗约翰;意大利天文学家（1598-1671）。,Giovanni Battista; Italian astronomer (1598-1671).
里乔利G,Riccioli G,Moon,14.97,-1.27,-71.15,Planetographic  +East  -180 - 180,已批准,Approved,2006,施洗约翰;意大利天文学家（1598-1671）。,Giovanni Battista; Italian astronomer (1598-1671).
里乔利H,Riccioli H,Moon,17.46,1.12,-75.04,Planetographic  +East  -180 - 180,已批准,Approved,2006,施洗约翰;意大利天文学家（1598-1671）。,Giovanni Battista; Italian astronomer (1598-1671).
里乔利K,Riccioli K,Moon,40.76,-2.32,-77.63,Planetographic  +East  -180 - 180,已批准,Approved,2006,施洗约翰;意大利天文学家（1598-1671）。,Giovanni Battista; Italian astronomer (1598-1671).
里乔利U,Riccioli U,Moon,8.39,-5.79,-72.95,Planetographic  +East  -180 - 180,已批准,Approved,2006,施洗约翰;意大利天文学家（1598-1671）。,Giovanni Battista; Italian astronomer (1598-1671).
卷发Y,Riccioli Y,Moon,6.73,-3.04,-73.35,Planetographic  +East  -180 - 180,已批准,Approved,2006,施洗约翰;意大利天文学家（1598-1671）。,Giovanni Battista; Italian astronomer (1598-1671).
里丘斯,Riccius,Moon,71.79,-37.02,26.43,Planetographic  +East  -180 - 180,已批准,Approved,1935,奥古斯丁意大利天文学家（fl。1513）；利玛窦，利玛窦；意大利数学家，地理学家（1552-1610）。,"Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610)."
里丘斯A,Riccius A,Moon,23.51,-35.89,27.21,Planetographic  +East  -180 - 180,已批准,Approved,2006,奥古斯丁意大利天文学家（fl。1513）；利玛窦，利玛窦；意大利数学家，地理学家（1552-1610）。,"Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610)."
里丘斯B,Riccius B,Moon,21.32,-37.62,27.7,Planetographic  +East  -180 - 180,已批准,Approved,2006,奥古斯丁意大利天文学家（fl。1513）；利玛窦，利玛窦；意大利数学家，地理学家（1552-1610）。,"Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610)."
里西乌斯C,Riccius C,Moon,21.81,-36.24,28.77,Planetographic  +East  -180 - 180,已批准,Approved,2006,奥古斯丁意大利天文学家（fl。1513）；利玛窦，利玛窦；意大利数学家，地理学家（1552-1610）。,"Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610)."
