Feature_Name,Feature_Name_CN,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Status_CN,Approval_Date,Origin,Origin_CN
Stein L,斯坦·L,Moon,16.65,4.64,-179.89,Planetographic  +East  -180 - 180,Approved,已批准,2006,Johann Willem Jakob Antoon; Dutch astronomer (1871-1951).,约翰·威廉·雅各布·安东尼（Johann Willem Jakob Antoon）荷兰天文学家（1871-1951）。
Stein M,斯坦·M,Moon,27.52,3.83,178.84,Planetographic  +East  -180 - 180,Approved,已批准,2006,Johann Willem Jakob Antoon; Dutch astronomer (1871-1951).,约翰·威廉·雅各布·安东尼（Johann Willem Jakob Antoon）荷兰天文学家（1871-1951）。
Stein N,斯坦·N,Moon,15.03,2.13,178.44,Planetographic  +East  -180 - 180,Approved,已批准,2006,Johann Willem Jakob Antoon; Dutch astronomer (1871-1951).,约翰·威廉·雅各布·安东尼（Johann Willem Jakob Antoon）荷兰天文学家（1871-1951）。
Steklov,斯蒂克洛夫,Moon,36.61,-36.73,-105.05,Planetographic  +East  -180 - 180,Approved,已批准,1970,Vladimir Andreevich; Soviet mathematician (1864-1926).,弗拉基米尔·安德烈耶维奇；苏联数学家（1864-1926）。
Stella,星,Moon,0.42,19.91,29.76,Planetographic  +East  -180 - 180,Approved,已批准,1976,Latin female name.,拉丁女性名称。
Steno,墙,Moon,32.29,32.61,161.78,Planetographic  +East  -180 - 180,Approved,已批准,1970,Nicolaus; Danish doctor (1638-1686).,尼古拉丹麦医生（1638-1686）。
Steno-Apollo,窄阿波罗,Moon,0.52,20.15,30.79,Planetographic  +East  -180 - 180,Approved,已批准,1973,"Astronaut-named feature, Apollo 17 site.",宇航员命名的功能，阿波罗17号站点。
Steno N,墙N,Moon,20.28,31.13,161.52,Planetographic  +East  -180 - 180,Approved,已批准,2006,Nicolaus; Danish doctor (1638-1686).,尼古拉丹麦医生（1638-1686）。
Steno Q,墙我,Moon,33.31,29.06,157.73,Planetographic  +East  -180 - 180,Approved,已批准,2006,Nicolaus; Danish doctor (1638-1686).,尼古拉丹麦医生（1638-1686）。
Steno R,墙R,Moon,17.52,31.07,158.84,Planetographic  +East  -180 - 180,Approved,已批准,2006,Nicolaus; Danish doctor (1638-1686).,尼古拉丹麦医生（1638-1686）。
Steno T,Steno T,Moon,37.88,32.52,159.67,Planetographic  +East  -180 - 180,Approved,已批准,2006,Nicolaus; Danish doctor (1638-1686).,尼古拉丹麦医生（1638-1686）。
Steno U,墙U,Moon,29.98,32.97,158.23,Planetographic  +East  -180 - 180,Approved,已批准,2006,Nicolaus; Danish doctor (1638-1686).,尼古拉丹麦医生（1638-1686）。
Sternfeld,斯特恩费尔德,Moon,109.8,-19.75,-142.27,Planetographic  +East  -180 - 180,Approved,已批准,1991,Ari Abramovich; Soviet space scientist (1905-1980).,阿里·阿布拉莫维奇（Ari Abramovich）；苏联太空科学家（1905-1980）。
Stetson,斯泰森,Moon,63.12,-39.58,-118.2,Planetographic  +East  -180 - 180,Approved,已批准,1970,"Harlan True; American astronomer, geophysicist (1885-1964).",Harlan True；美国天文学家，地球物理学家（1885-1964年）。
Stetson E,斯泰森E.,Moon,36.58,-39.62,-117.31,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Harlan True; American astronomer, geophysicist (1885-1964).",Harlan True；美国天文学家，地球物理学家（1885-1964年）。
Stetson G,斯泰森G.,Moon,20.48,-40.02,-117.51,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Harlan True; American astronomer, geophysicist (1885-1964).",Harlan True；美国天文学家，地球物理学家（1885-1964年）。
Stetson N,斯泰森·N。,Moon,17.57,-43.2,-120.43,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Harlan True; American astronomer, geophysicist (1885-1964).",Harlan True；美国天文学家，地球物理学家（1885-1964年）。
Stetson P,斯泰森,Moon,23.53,-41.89,-120.15,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Harlan True; American astronomer, geophysicist (1885-1964).",Harlan True；美国天文学家，地球物理学家（1885-1964年）。
Stevinus,斯蒂文努斯,Moon,71.54,-32.49,54.14,Planetographic  +East  -180 - 180,Approved,已批准,1935,"Stevin, Simon; Belgian mathematician, physicist (1548-1620).",史蒂文·西蒙；比利时数学家，物理学家（1548-1620）。
Stevinus A,Stevinus A,Moon,7.87,-31.86,51.65,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stevin, Simon; Belgian mathematician, physicist (1548-1620).",史蒂文·西蒙；比利时数学家，物理学家（1548-1620）。
Stevinus B,Stevinus B,Moon,20.44,-31.12,52.55,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stevin, Simon; Belgian mathematician, physicist (1548-1620).",史蒂文·西蒙；比利时数学家，物理学家（1548-1620）。
Stevinus C,Stevinus 100,Moon,19.25,-33.46,52.71,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stevin, Simon; Belgian mathematician, physicist (1548-1620).",史蒂文·西蒙；比利时数学家，物理学家（1548-1620）。
Stevinus D,史蒂文努斯D,Moon,21.69,-34.76,50.74,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stevin, Simon; Belgian mathematician, physicist (1548-1620).",史蒂文·西蒙；比利时数学家，物理学家（1548-1620）。
Stevinus E,Stevinus E,Moon,15.74,-35.29,52.36,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stevin, Simon; Belgian mathematician, physicist (1548-1620).",史蒂文·西蒙；比利时数学家，物理学家（1548-1620）。
Stevinus F,斯蒂文努斯·F,Moon,9.49,-30.61,52.62,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stevin, Simon; Belgian mathematician, physicist (1548-1620).",史蒂文·西蒙；比利时数学家，物理学家（1548-1620）。
Stevinus G,斯蒂文努斯·G,Moon,11.24,-33.77,50.37,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stevin, Simon; Belgian mathematician, physicist (1548-1620).",史蒂文·西蒙；比利时数学家，物理学家（1548-1620）。
Stevinus H,Stevinus,Moon,15.63,-33.19,50.62,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stevin, Simon; Belgian mathematician, physicist (1548-1620).",史蒂文·西蒙；比利时数学家，物理学家（1548-1620）。
Stevinus J,仅Stevinus,Moon,13.17,-36.08,52.36,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stevin, Simon; Belgian mathematician, physicist (1548-1620).",史蒂文·西蒙；比利时数学家，物理学家（1548-1620）。
Stevinus K,斯蒂文努斯·K,Moon,8.15,-34.26,55.27,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stevin, Simon; Belgian mathematician, physicist (1548-1620).",史蒂文·西蒙；比利时数学家，物理学家（1548-1620）。
Stevinus L,史蒂文斯,Moon,14.83,-33.78,55.99,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stevin, Simon; Belgian mathematician, physicist (1548-1620).",史蒂文·西蒙；比利时数学家，物理学家（1548-1620）。
Stevinus R,Stevinus,Moon,25.14,-31.69,50.87,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stevin, Simon; Belgian mathematician, physicist (1548-1620).",史蒂文·西蒙；比利时数学家，物理学家（1548-1620）。
Stevinus S,Stevinus S,Moon,7.68,-30.69,51.07,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stevin, Simon; Belgian mathematician, physicist (1548-1620).",史蒂文·西蒙；比利时数学家，物理学家（1548-1620）。
Stewart,斯图尔特,Moon,13.77,2.15,66.98,Planetographic  +East  -180 - 180,Approved,已批准,1976,John Quincy; American astrophysicist (1894-1972).,约翰·昆西；美国天体物理学家（1894-1972）。
St. George,圣乔治,Moon,2.42,25.96,3.54,Planetographic  +East  -180 - 180,Approved,已批准,1973,"Astronaut-named feature, Apollo 15 site.",宇航员命名的功能，阿波罗15号站点。
Stiborius,斯蒂博里乌斯,Moon,43.76,-34.49,31.99,Planetographic  +East  -180 - 180,Approved,已批准,1935,"Stoberl, Andreas; German astronomer, mathematician (1465-1515).",Stoberl，Andreas；德国天文学家，数学家（1465-1515）。
Stiborius A,斯蒂博里乌斯A,Moon,32.41,-36.91,35.54,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stoberl, Andreas; German astronomer, mathematician (1465-1515).",Stoberl，Andreas；德国天文学家，数学家（1465-1515）。
Stiborius B,斯蒂博里斯B,Moon,8.93,-37.39,33.5,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stoberl, Andreas; German astronomer, mathematician (1465-1515).",Stoberl，Andreas；德国天文学家，数学家（1465-1515）。
Stiborius C,斯蒂博里乌斯C,Moon,20.49,-33.94,33.25,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stoberl, Andreas; German astronomer, mathematician (1465-1515).",Stoberl，Andreas；德国天文学家，数学家（1465-1515）。
Stiborius D,斯蒂博里乌斯D,Moon,15.67,-33.35,35.57,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stoberl, Andreas; German astronomer, mathematician (1465-1515).",Stoberl，Andreas；德国天文学家，数学家（1465-1515）。
Stiborius E,斯蒂博里乌斯E,Moon,14.23,-34.73,34.03,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stoberl, Andreas; German astronomer, mathematician (1465-1515).",Stoberl，Andreas；德国天文学家，数学家（1465-1515）。
Stiborius F,斯蒂博里乌斯F,Moon,8.04,-35.8,32.39,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stoberl, Andreas; German astronomer, mathematician (1465-1515).",Stoberl，Andreas；德国天文学家，数学家（1465-1515）。
Stiborius G,斯蒂博里乌斯G,Moon,8.28,-37.33,35.78,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stoberl, Andreas; German astronomer, mathematician (1465-1515).",Stoberl，Andreas；德国天文学家，数学家（1465-1515）。
Stiborius J,斯蒂博里乌斯,Moon,9.68,-36.07,35.57,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stoberl, Andreas; German astronomer, mathematician (1465-1515).",Stoberl，Andreas；德国天文学家，数学家（1465-1515）。
Stiborius K,斯蒂博里乌斯K,Moon,14.68,-35.57,34.53,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stoberl, Andreas; German astronomer, mathematician (1465-1515).",Stoberl，Andreas；德国天文学家，数学家（1465-1515）。
Stiborius L,西伯利亚斯,Moon,8.05,-34.96,33.35,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stoberl, Andreas; German astronomer, mathematician (1465-1515).",Stoberl，Andreas；德国天文学家，数学家（1465-1515）。
Stiborius M,斯蒂博里乌斯M,Moon,6.71,-35.46,32.69,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stoberl, Andreas; German astronomer, mathematician (1465-1515).",Stoberl，Andreas；德国天文学家，数学家（1465-1515）。
Stiborius N,斯蒂博里乌斯N,Moon,8.7,-36.36,32.84,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stoberl, Andreas; German astronomer, mathematician (1465-1515).",Stoberl，Andreas；德国天文学家，数学家（1465-1515）。
Stiborius P,斯蒂博里乌斯,Moon,5.81,-33.22,33.89,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Stoberl, Andreas; German astronomer, mathematician (1465-1515).",Stoberl，Andreas；德国天文学家，数学家（1465-1515）。
St. John,圣约翰,Moon,66.74,10.07,149.98,Planetographic  +East  -180 - 180,Approved,已批准,1970,"Charles Edward; American solar physicist, astronomer (1857-1935).",查尔斯·爱德华美国太阳物理学家，天文学家（1857-1935）。
St. John A,圣约翰,Moon,17.59,12.05,150.4,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Charles Edward; American solar physicist, astronomer (1857-1935).",查尔斯·爱德华美国太阳物理学家，天文学家（1857-1935）。
St. John M,圣约翰M,Moon,14.41,7.36,150.02,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Charles Edward; American solar physicist, astronomer (1857-1935).",查尔斯·爱德华美国太阳物理学家，天文学家（1857-1935）。
St. John W,圣约翰W,Moon,20.94,12.24,147.04,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Charles Edward; American solar physicist, astronomer (1857-1935).",查尔斯·爱德华美国太阳物理学家，天文学家（1857-1935）。
St. John X,圣约翰十世,Moon,31.24,13.76,147.34,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Charles Edward; American solar physicist, astronomer (1857-1935).",查尔斯·爱德华美国太阳物理学家，天文学家（1857-1935）。
St. John Y,圣约翰Y,Moon,22.89,13.54,148.99,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Charles Edward; American solar physicist, astronomer (1857-1935).",查尔斯·爱德华美国太阳物理学家，天文学家（1857-1935）。
Stöfler,斯托夫勒,Moon,129.87,-41.24,5.93,Planetographic  +East  -180 - 180,Approved,已批准,1935,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler D,斯托夫勒D,Moon,53.24,-43.71,4.29,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler E,稳定器E,Moon,15.92,-43.86,5.75,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler F,斯托夫勒F,Moon,17.01,-42.7,4.92,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler G,斯塔夫勒G,Moon,19.5,-43.4,1.91,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler H,斯塔夫勒H,Moon,22.86,-40.37,1.62,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler J,斯托夫勒,Moon,64.19,-42.11,2.49,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler K,斯塔夫勒K,Moon,18.49,-39.47,4.14,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler L,斯托夫勒,Moon,17.29,-39.19,7.84,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler M,斯托夫勒M,Moon,9.42,-41.02,8.09,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler N,斯塔夫勒N,Moon,14.19,-41.91,6.61,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler O,斯托夫勒,Moon,9.17,-43.37,1.19,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler P,稳定器P,Moon,40.15,-43.38,7.33,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler R,斯塔夫勒河,Moon,5.85,-42.25,1.73,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler S,斯塔夫勒S.,Moon,6.64,-44.89,5.71,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler T,斯托夫勒T,Moon,4.68,-39.69,8.1,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler U,斯塔夫勒,Moon,5.06,-40.17,9.58,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler X,斯托夫勒X,Moon,2.69,-40.58,5.5,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler Y,斯托夫勒Y,Moon,3.22,-40.03,5.43,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stöfler Z,斯托夫勒Z,Moon,3.5,-40.33,3.08,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Johann; German astronomer, mathematician (1452-1531).",约翰德国天文学家，数学家（1452-1531）。
Stokes,斯托克斯,Moon,53.85,52.36,-88.11,Planetographic  +East  -180 - 180,Approved,已批准,1964,"Sir George Gabriel; British mathematician, physicist (1819-1903).",乔治·加布里埃尔爵士；英国数学家，物理学家（1819-1903）。
Stoletov,斯托列托夫,Moon,42.43,44.82,-155.5,Planetographic  +East  -180 - 180,Approved,已批准,1970,Aleksandr Grigorievich; Russian physicist (1839-1896).,Aleksandr Grigorievich;俄罗斯物理学家（1839-1896）。
Stoletov C,СтолетовЦ,Moon,34.38,46.04,-153.72,Planetographic  +East  -180 - 180,Approved,已批准,2006,Aleksandr Grigorievich; Russian physicist (1839-1896).,Aleksandr Grigorievich;俄罗斯物理学家（1839-1896）。
Stoletov Y,斯托列托夫和,Moon,24.68,46.13,-155.66,Planetographic  +East  -180 - 180,Approved,已批准,2006,Aleksandr Grigorievich; Russian physicist (1839-1896).,Aleksandr Grigorievich;俄罗斯物理学家（1839-1896）。
Stone Mountain,石山,Moon,10.53,-9.17,15.57,Planetographic  +East  -180 - 180,Approved,已批准,1973,"Astronaut-named feature, Apollo 16 site.",宇航员命名的功能，阿波罗16号站点。
Stoney,斯通尼,Moon,47.51,-55.58,-156.38,Planetographic  +East  -180 - 180,Approved,已批准,1970,George Johnstone; Irish physicist (1826-1911).,乔治·约翰斯通；爱尔兰物理学家（1826-1911）。
Störmer,斯托默,Moon,68.62,57.14,146.65,Planetographic  +East  -180 - 180,Approved,已批准,1970,"Fredrik Carl Mülertz; Norwegian mathematician and astronomer, aurora research (1874-1957).",Fredrik CarlMülertz；挪威数学家和天文学家，极光研究（1874-1957）。
Störmer C,斯托默C,Moon,48.64,58.18,150.83,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Fredrik Carl Mülertz; Norwegian mathematician and astronomer, aurora research (1874-1957).",Fredrik CarlMülertz；挪威数学家和天文学家，极光研究（1874-1957）。
Störmer H,斯托默H,Moon,35.78,54.68,150.58,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Fredrik Carl Mülertz; Norwegian mathematician and astronomer, aurora research (1874-1957).",Fredrik CarlMülertz；挪威数学家和天文学家，极光研究（1874-1957）。
Störmer P,斯托默P,Moon,21.78,55.93,145.4,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Fredrik Carl Mülertz; Norwegian mathematician and astronomer, aurora research (1874-1957).",Fredrik CarlMülertz；挪威数学家和天文学家，极光研究（1874-1957）。
Störmer T,斯托默T,Moon,29.67,56.62,142.1,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Fredrik Carl Mülertz; Norwegian mathematician and astronomer, aurora research (1874-1957).",Fredrik CarlMülertz；挪威数学家和天文学家，极光研究（1874-1957）。
Störmer Y,斯托默Y,Moon,26.38,60.17,144.26,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Fredrik Carl Mülertz; Norwegian mathematician and astronomer, aurora research (1874-1957).",Fredrik CarlMülertz；挪威数学家和天文学家，极光研究（1874-1957）。
Strabo,着眼睛,Moon,54.72,61.94,54.42,Planetographic  +East  -180 - 180,Approved,已批准,1935,Greek geographer (54 B.C.- A.D. 24).,希腊地理学家（公元前54年-公元24年）。
Strabo B,Strabo B,Moon,23.26,64.57,55.48,Planetographic  +East  -180 - 180,Approved,已批准,2006,Greek geographer (54 B.C.- A.D. 24).,希腊地理学家（公元前54年-公元24年）。
Strabo C,斜眼看100,Moon,17.5,67.1,59.43,Planetographic  +East  -180 - 180,Approved,已批准,2006,Greek geographer (54 B.C.- A.D. 24).,希腊地理学家（公元前54年-公元24年）。
Strabo L,斜眼看50,Moon,24.8,64.21,53.48,Planetographic  +East  -180 - 180,Approved,已批准,2006,Greek geographer (54 B.C.- A.D. 24).,希腊地理学家（公元前54年-公元24年）。
Strabo N,斜眼看N,Moon,24.91,64.77,57.53,Planetographic  +East  -180 - 180,Approved,已批准,2006,Greek geographer (54 B.C.- A.D. 24).,希腊地理学家（公元前54年-公元24年）。
Stratton,斯特拉顿,Moon,69.76,-5.6,164.7,Planetographic  +East  -180 - 180,Approved,已批准,1970,"Frederick John Marrion; British astronomer, astrophysicist (1881-1960).",弗雷德里克·约翰·马里昂；英国天文学家，天体物理学家（1881-1960）。
Stratton F,斯特拉顿F,Moon,20.31,-5.48,167,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Frederick John Marrion; British astronomer, astrophysicist (1881-1960).",弗雷德里克·约翰·马里昂；英国天文学家，天体物理学家（1881-1960）。
Stratton K,斯特拉顿K,Moon,41.28,-7.24,165.73,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Frederick John Marrion; British astronomer, astrophysicist (1881-1960).",弗雷德里克·约翰·马里昂；英国天文学家，天体物理学家（1881-1960）。
Stratton L,斯特拉顿,Moon,16.48,-7.17,165.23,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Frederick John Marrion; British astronomer, astrophysicist (1881-1960).",弗雷德里克·约翰·马里昂；英国天文学家，天体物理学家（1881-1960）。
Stratton Q,斯特拉顿Q,Moon,12.64,-6.21,163.91,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Frederick John Marrion; British astronomer, astrophysicist (1881-1960).",弗雷德里克·约翰·马里昂；英国天文学家，天体物理学家（1881-1960）。
Stratton R,斯特拉顿R,Moon,16.5,-6.64,163.04,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Frederick John Marrion; British astronomer, astrophysicist (1881-1960).",弗雷德里克·约翰·马里昂；英国天文学家，天体物理学家（1881-1960）。
Stratton U,斯特拉顿,Moon,12.73,-5.19,162.49,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Frederick John Marrion; British astronomer, astrophysicist (1881-1960).",弗雷德里克·约翰·马里昂；英国天文学家，天体物理学家（1881-1960）。
Street,街,Moon,58.52,-46.58,-10.74,Planetographic  +East  -180 - 180,Approved,已批准,1935,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street A,A街,Moon,16.76,-47.02,-9.08,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street B,B街,Moon,12.86,-47.05,-12.15,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street C,C街,Moon,13.1,-48.42,-15.44,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street D,D街,Moon,10.05,-48.88,-12.73,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street E,E街,Moon,12.1,-47.48,-11.89,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street F,F街,Moon,7.37,-48.25,-16.72,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street G,G街,Moon,10.25,-46.69,-15.13,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street H,H街,Moon,27.76,-48.38,-12.25,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street J,J街,Moon,6.11,-48.74,-13.7,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street K,K街,Moon,8.11,-47.56,-13.18,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street L,L街,Moon,7.83,-50.74,-13.61,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street M,M街,Moon,48.19,-47.82,-14.58,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street N,N街,Moon,5,-48.29,-10.34,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street P,P街,Moon,5.58,-45.63,-11.98,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street R,R街,Moon,4.9,-49.16,-14.61,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street S,S街,Moon,3.61,-48.99,-14.83,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Street T,T街,Moon,8.74,-49.29,-15.21,Planetographic  +East  -180 - 180,Approved,已批准,2006,Thomas; British astronomer (1621-1689).,托马斯英国天文学家（1621-1689）。
Strömgren,Strömgren,Moon,62.17,-21.74,-132.37,Planetographic  +East  -180 - 180,Approved,已批准,1970,Elis; Danish astronomer (1870-1947).,埃利斯；丹麦天文学家（1870-1947）。
Strömgren A,StrömgrenA,Moon,50.82,-17.93,-131.82,Planetographic  +East  -180 - 180,Approved,已批准,2006,Elis; Danish astronomer (1870-1947).,埃利斯；丹麦天文学家（1870-1947）。
Strömgren X,当前分支X,Moon,42.45,-17.36,-134.73,Planetographic  +East  -180 - 180,Approved,已批准,2006,Elis; Danish astronomer (1870-1947).,埃利斯；丹麦天文学家（1870-1947）。
Struve,努力,Moon,164.34,23.41,-76.65,Planetographic  +East  -180 - 180,Approved,已批准,1964,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).,奥托·威廉·冯；德国出生的俄罗斯天文学家（1819-1905）；奥托；美国天文学家（1897-1963）；弗里德里希·乔治·威廉·冯；德国出生的俄罗斯天文学家（1793-1864）。
Struve B,结构B,Moon,13.37,18.98,-77.14,Planetographic  +East  -180 - 180,Approved,已批准,2006,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).,奥托·威廉·冯；德国出生的俄罗斯天文学家（1819-1905）；奥托；美国天文学家（1897-1963）；弗里德里希·乔治·威廉·冯；德国出生的俄罗斯天文学家（1793-1864）。
Struve C,支架C,Moon,11.03,22.86,-75.4,Planetographic  +East  -180 - 180,Approved,已批准,2006,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).,奥托·威廉·冯；德国出生的俄罗斯天文学家（1819-1905）；奥托；美国天文学家（1897-1963）；弗里德里希·乔治·威廉·冯；德国出生的俄罗斯天文学家（1793-1864）。
